#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
    235 -0.035590 -0.020548 -0.136596        1    5.21522334E-07  2.43421279E-07  2.00156539E-07  6.09345636E-07
    236 -0.027681 -0.020548 -0.136596        1    5.03440002E-08  2.05173696E-07  3.12397331E-07  3.77124457E-07
    237 -0.019772 -0.020548 -0.136596        1    8.79839570E-07  9.95334994E-07  2.05016969E-07  1.34418800E-06
    238 -0.011863 -0.020548 -0.136596        1    8.41514519E-07  1.90273426E-07  1.67699139E-08  8.62920559E-07
    239 -0.003954 -0.020548 -0.136596        1    2.03179434E-08  2.49572691E-08  1.55077118E-06  1.55110507E-06
    240  0.003954 -0.020548 -0.136596        1    5.31360427E-07  2.33880246E-07  3.69030244E-07  6.87915107E-07
    241  0.011863 -0.020548 -0.136596        1    8.58308162E-07  7.41647164E-07  7.62791210E-07  1.36696154E-06
    242  0.019772 -0.020548 -0.136596        1    6.77701760E-07  2.37319997E-07  7.91331257E-08  7.22400518E-07
    243  0.027681 -0.020548 -0.136596        1    1.72478153E-07  1.68880756E-07  3.06226810E-07  3.89928560E-07
    244  0.035590 -0.020548 -0.136596        1    5.31431386E-07  1.81847097E-07  6.20941057E-07  8.37290559E-07
    245  0.043499 -0.020548 -0.136596        1    1.93035715E-07  5.38844268E-07  6.22558983E-07  8.45692390E-07
    246  0.051408 -0.020548 -0.136596        1    1.07953130E-07  9.34098496E-08  5.49549787E-07  5.67788910E-07
    247  0.059317 -0.020548 -0.136596        1    1.43298043E-06  3.87729524E-07  5.43596312E-07  1.58090608E-06
    248  0.067226 -0.020548 -0.136596        1    1.26817873E-07  1.68180503E-06  7.64860542E-07  1.85190782E-06
    249  0.075135 -0.020548 -0.136596        1    1.89826660E-07  4.32520209E-07  2.88060584E-07  5.53251111E-07
    250  0.083044 -0.020548 -0.136596        1    2.95472186E-07  5.93912551E-08  3.35956959E-06  3.37306078E-06
    251 -0.102816 -0.013699 -0.136596        1    4.87777400E-07  6.70090856E-07  4.30108883E-07  9.33778453E-07
    252 -0.094907 -0.013699 -0.136596        1    3.88859432E-08  3.07321276E-07  2.41223976E-07  3.92616212E-07
    253 -0.086998 -0.013699 -0.136596        1    5.45014307E-07  2.03792573E-07  1.96300679E-08  5.82200436E-07
    254 -0.079089 -0.013699 -0.136596        1    2.64676671E-06  1.70531299E-07  2.53374916E-07  2.66432989E-06
    255 -0.071180 -0.013699 -0.136596        1    4.73000632E-07  1.14593213E-06  6.71984768E-07  1.41012538E-06
    256 -0.063271 -0.013699 -0.136596        1    4.40392409E-07  1.12925626E-07  3.56145494E-07  5.77526868E-07
    257 -0.055362 -0.013699 -0.136596        1    8.34316107E-07  7.51052438E-07  2.50015895E-07  1.15007438E-06
    258 -0.047453 -0.013699 -0.136596        1    3.69449458E-07  6.76620776E-07  3.33982393E-08  7.71637232E-07
    259 -0.039545 -0.013699 -0.136596        1    6.91091215E-07  8.02075393E-08  6.20245495E-08  6.98489342E-07
    260 -0.031636 -0.013699 -0.136596        1    7.14085498E-08  1.56054553E-07  9.08323088E-07  9.24393335E-07
    261 -0.023727 -0.013699 -0.136596        1    1.03082916E-06  9.12640781E-07  2.88290695E-07  1.40663907E-06
    262 -0.015818 -0.013699 -0.136596        1    2.65423954E-07  5.77271055E-07  2.39101679E-07  6.78867703E-07
    263 -0.007909 -0.013699 -0.136596        1    1.22449516E-06  2.05701879E-07  6.32378505E-08  1.24326212E-06
    264  0.000000 -0.013699 -0.136596        1    1.47501331E-09  1.10590535E-06  1.38350073E-07  1.11452661E-06
    265  0.007909 -0.013699 -0.136596        1    2.82270590E-08  1.43541549E-08  2.58035221E-07  2.59971121E-07
    266  0.015818 -0.013699 -0.136596        1    1.21996938E-07  2.07447836E-07  3.94681263E-07  4.62267408E-07
    267  0.023727 -0.013699 -0.136596        1    3.57561641E-09  4.55499541E-08  7.14657531E-07  7.16116590E-07
    268  0.031636 -0.013699 -0.136596        1    2.25070830E-07  1.35586800E-07  1.81950777E-06  1.83838222E-06
    269  0.039545 -0.013699 -0.136596        1    3.39986175E-07  4.54095686E-07  1.48906391E-07  5.86486662E-07
    270  0.047453 -0.013699 -0.136596        1    1.71650024E-07  1.64701706E-07  4.53895508E-07  5.12456354E-07
    271  0.055362 -0.013699 -0.136596        1    1.04800230E-08  2.50402272E-07  6.25997597E-07  6.74302692E-07
    272  0.063271 -0.013699 -0.136596        1    6.47346165E-07  7.62363137E-07  2.68899988E-07  1.03564560E-06
    273  0.071180 -0.013699 -0.136596        1    1.91005021E-07  4.25506716E-08  1.91992778E-07  2.74143584E-07
    274  0.079089 -0.013699 -0.136596        1    2.62426051E-07  6.76593220E-07  4.38721759E-07  8.48010967E-07
    275  0.086998 -0.013699 -0.136596        1    6.74134157E-07  2.47652621E-07  3.03696265E-07  7.79756439E-07
    276 -0.098861 -0.006849 -0.136596        1    2.58291403E-07  2.45319135E-06  6.67110310E-08  2.46765326E-06
    277 -0.090952 -0.006849 -0.136596        1    4.61482779E-08  4.82810715E-07  6.64663239E-07  8.22808040E-07
    278 -0.083044 -0.006849 -0.136596        1    2.29648750E-07  1.64079414E-07  3.55619318E-07  4.54010685E-07
    279 -0.075135 -0.006849 -0.136596        1    3.28829933E-06  1.18905451E-07  1.32111887E-06  3.54575889E-06
    280 -0.067226 -0.006849 -0.136596        1    3.18691320E-07  1.60153589E-07  1.66756246E-06  1.70527941E-06
    281 -0.059317 -0.006849 -0.136596        1    1.06898651E-06  6.88385165E-07  5.71388481E-08  1.27274158E-06
    282 -0.051408 -0.006849 -0.136596        1    5.53066529E-07  3.51323141E-07  1.42878576E-06  1.57185854E-06
    283 -0.043499 -0.006849 -0.136596        1    2.92618160E-07  1.69468332E-07  1.63155121E-07  3.75452389E-07
    284 -0.035590 -0.006849 -0.136596        1    1.13049122E-07  5.42373845E-07  1.60253828E-07  5.76741520E-07
    285 -0.027681 -0.006849 -0.136596        1    3.28187018E-08  7.29783247E-07  1.52773155E-07  7.46324522E-07
    286 -0.019772 -0.006849 -0.136596        1    1.34202377E-06  1.39477732E-07  5.16083532E-07  1.44458439E-06
    287 -0.011863 -0.006849 -0.136596        1    1.47345879E-06  9.30427369E-08  3.52832242E-07  1.51796850E-06
    288 -0.003954 -0.006849 -0.136596        1    5.93895214E-07  9.43006009E-08  2.74092572E-07  6.60856162E-07
    289  0.003954 -0.006849 -0.136596        1    2.67278744E-07  1.94288083E-07  1.00731791E-07  3.45445625E-07
    290  0.011863 -0.006849 -0.136596        1    1.75550343E-06  2.52940249E-07  2.25074822E-09  1.77363360E-06
    291  0.019772 -0.006849 -0.136596        1    6.86533568E-07  4.63201471E-07  2.03954610E-08  8.28432204E-07
    292  0.027681 -0.006849 -0.136596        1    2.33302479E-07  6.09721931E-07  2.61645219E-07  7.03312946E-07
    293  0.035590 -0.006849 -0.136596        1    4.20472330E-10  3.52183304E-07  1.61683358E-07  3.87523889E-07
    294  0.043499 -0.006849 -0.136596        1    1.33366850E-06  7.56104313E-09  6.79409372E-07  1.49677184E-06
    295  0.051408 -0.006849 -0.136596        1    1.16792004E-07  3.40306282E-06  8.06684550E-07  3.49931664E-06
    296  0.059317 -0.006849 -0.136596        1    1.15312071E-07  6.70938803E-07  2.76602826E-07  7.34823023E-07
    297  0.067226 -0.006849 -0.136596        1    1.24123226E-06  1.59951054E-06  1.98028083E-07  2.03428282E-06
    298  0.075135 -0.006849 -0.136596        1    6.34735800E-07  7.16452824E-07  7.49947716E-07  1.21598345E-06
    299  0.083044 -0.006849 -0.136596        1    1.25168731E-06  1.63497310E-08  5.90587999E-08  1.25318649E-06
    300  0.090952 -0.006849 -0.136596        1    4.05771054E-07  3.23529525E-08  1.06217966E-07  4.20688862E-07
    301 -0.094907  0.000000 -0.136596        1    5.93526033E-07  2.37926417E-07  6.34218127E-07  9.00619101E-07
    302 -0.086998  0.000000 -0.136596        1    3.43378238E-07  1.23464948E-07  6.57181838E-07  7.51691543E-07
    303 -0.079089  0.000000 -0.136596        1    5.22075736E-07  3.91840634E-07  5.35064172E-07  8.44035440E-07
    304 -0.071180  0.000000 -0.136596        1    6.24641570E-07  1.73901778E-07  6.69005508E-07  9.31658355E-07
    305 -0.063271  0.000000 -0.136596        1    6.18761299E-07  4.68749474E-07  1.03594026E-06  1.29451297E-06
    306 -0.055362  0.000000 -0.136596        1    3.13013885E-07  3.02978686E-07  9.27430410E-07  1.02464674E-06
    307 -0.047453  0.000000 -0.136596        1    5.03250009E-08  6.01303831E-07  9.83721196E-07  1.15403912E-06
    308 -0.039545  0.000000 -0.136596        1    2.77876198E-07  3.69241898E-07  1.15267286E-06  1.24185727E-06
    309 -0.031636  0.000000 -0.136596        1    9.90292026E-07  4.29885333E-07  1.08290194E-07  1.08499146E-06
    310 -0.023727  0.000000 -0.136596        1    1.27304679E-07  1.40694662E-06  1.29484964E-08  1.41275367E-06
    311 -0.015818  0.000000 -0.136596        1    3.15227976E-08  2.92656595E-07  4.18734567E-07  5.11840021E-07
    312 -0.007909  0.000000 -0.136596        1    4.97256587E-07  1.24905724E-07  2.19743886E-07  5.57810836E-07
    313  0.000000  0.000000 -0.136596        1    2.45126290E-07  4.80575176E-07  3.14833037E-07  6.24627280E-07
    314  0.007909  0.000000 -0.136596        1    3.17036797E-07  5.39281761E-09  2.82900299E-08  3.18342173E-07
    315  0.015818  0.000000 -0.136596        1    6.06173802E-08  3.42809757E-07  7.59773926E-07  8.35732861E-07
    316  0.023727  0.000000 -0.136596        1    5.31851517E-07  3.32749973E-07  1.05145367E-06  1.22439512E-06
    317  0.031636  0.000000 -0.136596        1    1.16122842E-06  1.25700250E-07  4.67034600E-07  1.25792421E-06
    318  0.039545  0.000000 -0.136596        1    4.40064919E-07  1.38539751E-07  4.31813217E-07  6.31912217E-07
    319  0.047453  0.000000 -0.136596        1    3.99590000E-07  7.73721268E-08  2.40035762E-07  4.72520667E-07
    320  0.055362  0.000000 -0.136596        1    5.26160402E-07  1.33425589E-07  3.68279872E-07  6.55955197E-07
    321  0.063271  0.000000 -0.136596        1    4.65549095E-07  7.84293350E-08  8.81661035E-07  1.00010664E-06
    322  0.071180  0.000000 -0.136596        1    5.86995587E-07  2.05105179E-07  1.36545672E-06  1.50036796E-06
    323  0.079089  0.000000 -0.136596        1    5.66996104E-08  1.41454042E-07  1.52779107E-07  2.15790517E-07
    324  0.086998  0.000000 -0.136596        1    9.83607377E-07  3.44521429E-07  7.08466545E-07  1.26019972E-06
    325  0.094907  0.000000 -0.136596        1    3.00960831E-07  1.78993494E-06  2.82521602E-07  1.83691671E-06
    326 -0.090952  0.006849 -0.136596        1    2.13704156E-07  6.72114406E-07  6.06686640E-07  9.30309583E-07
    327 -0.083044  0.006849 -0.136596        1    1.60592208E-07  3.41149359E-07  9.38405047E-08  3.88559883E-07
    328 -0.075135  0.006849 -0.136596        1    1.89110934E-06  1.95495032E-09  4.74606350E-07  1.94975627E-06
    329 -0.067226  0.006849 -0.136596        1    6.44011705E-07  7.91728634E-07  8.37267410E-07  1.32007652E-06
    330 -0.059317  0.006849 -0.136596        1    3.35771388E-07  4.17410918E-07  2.81669548E-07  6.05237171E-07
    331 -0.051408  0.006849 -0.136596        1    5.93916888E-07  5.79856368E-07  2.54789484E-07  8.68267447E-07
    332 -0.043499  0.006849 -0.136596        1    7.05748875E-08  5.81160378E-08  7.14624161E-07  7.20448457E-07
    333 -0.035590  0.006849 -0.136596        1    1.10643795E-07  5.96425463E-07  1.25881796E-08  6.06732103E-07
    334 -0.027681  0.006849 -0.136596        1    1.36520190E-07  5.70060949E-07  4.78162613E-07  7.56469916E-07
    335 -0.019772  0.006849 -0.136596        1    7.69416943E-07  1.07111208E-06  1.56798869E-07  1.32810745E-06
    336 -0.011863  0.006849 -0.136596        1    1.08043571E-07  4.47846599E-08  4.96271528E-07  5.09867148E-07
    337 -0.003954  0.006849 -0.136596        1    9.00838050E-09  9.65836881E-08  1.00545891E-06  1.01012731E-06
    338  0.003954  0.006849 -0.136596        1    1.01192560E-06  1.48472486E-06  6.12029052E-08  1.79781732E-06
    339  0.011863  0.006849 -0.136596        1    4.45905833E-07  4.12922444E-07  2.28186642E-07  6.49157994E-07
    340  0.019772  0.006849 -0.136596        1    3.56554356E-07  9.10725591E-07  9.47719484E-08  9.82615811E-07
    341  0.027681  0.006849 -0.136596        1    7.41900218E-08  5.51685094E-07  8.76096316E-10  5.56651929E-07
    342  0.035590  0.006849 -0.136596        1    3.01865833E-07  1.96646466E-08  2.30552153E-06  2.32528261E-06
    343  0.043499  0.006849 -0.136596        1    9.36146641E-07  1.36664598E-07  8.19880097E-07  1.25189900E-06
    344  0.051408  0.006849 -0.136596        1    8.93536918E-07  3.06284630E-07  1.40589798E-07  9.54978528E-07
    345  0.059317  0.006849 -0.136596        1    9.14969707E-08  8.78754471E-08  5.37997789E-07  5.52752576E-07
    346  0.067226  0.006849 -0.136596        1    5.17112009E-07  1.39984293E-06  2.34385556E-07  1.51059645E-06
    347  0.075135  0.006849 -0.136596        1    3.15491933E-08  2.87729289E-07  6.44854204E-07  7.06838340E-07
    348  0.083044  0.006849 -0.136596        1    4.20603563E-07  4.80556171E-07  5.04826212E-07  8.14058410E-07
    349  0.090952  0.006849 -0.136596        1    4.32203712E-10  2.54394784E-07  5.64273699E-08  2.60578090E-07
    350  0.098861  0.006849 -0.136596        1    3.82597712E-07  3.54044945E-08  1.73244247E-07  4.21483162E-07
    351 -0.086998  0.013699 -0.136596        1    6.98077161E-08  8.04530341E-07  1.56005890E-06  1.75668038E-06
    352 -0.079089  0.013699 -0.136596        1    1.74264388E-06  7.03977078E-07  6.21370658E-08  1.88049260E-06
    353 -0.071180  0.013699 -0.136596        1    5.44001646E-07  8.01499913E-08  7.38086220E-07  9.20398327E-07
    354 -0.063271  0.013699 -0.136596        1    6.17253030E-07  1.44484475E-07  8.97884000E-07  1.09912363E-06
    355 -0.055362  0.013699 -0.136596        1    5.96540988E-07  1.17917859E-06  5.97781791E-07  1.45040214E-06
    356 -0.047453  0.013699 -0.136596        1    2.85807723E-06  2.43197811E-07  3.62663638E-07  2.89124117E-06
    357 -0.039545  0.013699 -0.136596        1    9.01191169E-07  1.05638573E-06  1.72944272E-07  1.39928769E-06
    358 -0.031636  0.013699 -0.136596        1    4.31745313E-07  8.44699041E-08  3.41874530E-10  4.39931014E-07
    359 -0.023727  0.013699 -0.136596        1    1.54016229E-07  5.85943128E-07  5.48028147E-07  8.16936471E-07
    360 -0.015818  0.013699 -0.136596        1    8.51482288E-08  8.60227371E-07  2.27392134E-06  2.43268568E-06
    361 -0.007909  0.013699 -0.136596        1    3.77134042E-07  5.65160140E-07  3.75330935E-07  7.76214777E-07
    362 -0.000000  0.013699 -0.136596        1    1.02065906E-08  1.93434712E-06  2.31369563E-07  1.94816191E-06
    363  0.007909  0.013699 -0.136596        1    1.29317565E-07  6.54243648E-07  6.38908724E-07  9.23559496E-07
    364  0.015818  0.013699 -0.136596        1    8.23192360E-07  1.65531274E-07  4.46441213E-08  8.40856326E-07
    365  0.023727  0.013699 -0.136596        1    1.55909485E-07  3.09471512E-07  6.01253585E-07  6.93964162E-07
    366  0.031636  0.013699 -0.136596        1    9.43871845E-07  2.26048488E-06  1.16964013E-06  2.71454305E-06
    367  0.039545  0.013699 -0.136596        1    8.99072114E-08  2.05980512E-06  2.14225912E-07  2.07286593E-06
    368  0.047453  0.013699 -0.136596        1    3.48923206E-07  2.22062526E-07  2.08222839E-06  2.12290702E-06
    369  0.055362  0.013699 -0.136596        1    4.18045683E-07  4.10314221E-07  1.84906151E-07  6.14255841E-07
    370  0.063271  0.013699 -0.136596        1    2.36079509E-08  2.77066824E-07  6.07491769E-07  6.68108981E-07
    371  0.071180  0.013699 -0.136596        1    3.64072589E-07  9.67667673E-09  1.93896801E-07  4.12599634E-07
    372  0.079089  0.013699 -0.136596        1    3.85438471E-07  1.85130458E-07  1.16714130E-07  4.43236155E-07
    373  0.086998  0.013699 -0.136596        1    3.17325166E-07  1.16124334E-06  1.64264812E-06  2.03653486E-06
    374  0.094907  0.013699 -0.136596        1    2.48173230E-07  1.32388517E-07  6.81898234E-07  7.37632614E-07
    375  0.102816  0.013699 -0.136596        1    1.46167688E-06  6.99322517E-08  6.82642339E-08  1.46494021E-06
    376 -0.083044  0.020548 -0.136596        1    2.31618600E-07  9.62249089E-07  1.74707489E-07  1.00503393E-06
    377 -0.075135  0.020548 -0.136596        1    5.68149352E-08  1.25580020E-07  8.09641499E-07  8.21290226E-07
    378 -0.067226  0.020548 -0.136596        1    1.24751501E-07  6.62543976E-07  1.44604722E-07  6.89520110E-07
    379 -0.059317  0.020548 -0.136596        1    1.24329595E-07  5.01530679E-07  9.78233015E-08  5.25889977E-07
    380 -0.051408  0.020548 -0.136596        1    2.52149446E-07  5.47399826E-07  4.66817952E-07  7.62328613E-07
    381 -0.043499  0.020548 -0.136596        1    8.14446784E-07  5.71218661E-07  5.16478002E-07  1.12087638E-06
    382 -0.035590  0.020548 -0.136596        1    9.75368560E-08  1.28267544E-07  2.02425293E-06  2.03065652E-06
    383 -0.027681  0.020548 -0.136596        1    8.12073210E-08  1.51082408E-06  8.89280192E-07  1.75499382E-06
    384 -0.019772  0.020548 -0.136596        1    1.17241080E-06  5.45358036E-07  6.97302027E-07  1.46907882E-06
    385 -0.011863  0.020548 -0.136596        1    1.14617735E-07  1.64273933E-07  1.32518117E-06  1.34023442E-06
    386 -0.003954  0.020548 -0.136596        1    2.06893167E-07  1.92597499E-06  2.35878259E-07  1.95136439E-06
    387  0.003954  0.020548 -0.136596        1    3.70089432E-08  2.45118893E-07  9.61521167E-08  2.65891262E-07
    388  0.011863  0.020548 -0.136596        1    5.68517891E-07  1.06792723E-06  5.86669566E-07  1.34456772E-06
    389  0.019772  0.020548 -0.136596        1    3.04450278E-07  5.27301550E-07  3.53346762E-07  7.03982124E-07
    390  0.027681  0.020548 -0.136596        1    8.97238369E-07  2.37851167E-06  2.33805064E-07  2.55284533E-06
    391  0.035590  0.020548 -0.136596        1    2.38948521E-07  3.69609432E-07  1.72422168E-07  4.72691159E-07
    392  0.043499  0.020548 -0.136596        1    8.11749757E-07  3.17780113E-06  1.73109698E-07  3.28440629E-06
    393  0.051408  0.020548 -0.136596        1    1.43434500E-07  8.03933221E-07  1.20359851E-06  1.45448666E-06
    394  0.059317  0.020548 -0.136596        1    6.92065139E-07  1.18880164E-06  7.07205125E-07  1.54671994E-06
    395  0.067226  0.020548 -0.136596        1    2.95664253E-06  1.04312982E-06  5.59150748E-07  3.18472988E-06
    396  0.075135  0.020548 -0.136596        1    3.75968301E-07  1.93322462E-06  5.85761916E-08  1.97031489E-06
    397  0.083044  0.020548 -0.136596        1    5.61772271E-08  1.62757226E-06  1.42624171E-06  2.16478931E-06
    398  0.090952  0.020548 -0.136596        1    1.04702658E-07  4.26178900E-07  1.48791487E-07  4.63389694E-07
    399  0.098861  0.020548 -0.136596        1    5.08574103E-08  3.46551963E-07  6.82387740E-08  3.56849085E-07
