#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
   8573  0.098861  0.034247  0.011383        1    1.26816363E-06  2.67300380E-07  4.74070510E-07  1.38001135E-06
   8574  0.106770  0.034247  0.011383        1    1.43486067E-06  6.52624945E-08  6.06399358E-08  1.43762358E-06
   8575  0.114679  0.034247  0.011383        1    8.44613616E-07  1.40001548E-06  2.30737905E-07  1.65125876E-06
   8576 -0.071180  0.041096  0.011383        1    9.00090364E-07  2.37110987E-07  1.33502852E-07  9.40322973E-07
   8577 -0.063271  0.041096  0.011383        1    7.93996313E-07  1.96938687E-07  7.49560847E-07  1.10952984E-06
   8578 -0.055362  0.041096  0.011383        1    9.46785359E-07  1.25352830E-06  7.00128611E-07  1.71985923E-06
   8579 -0.047453  0.041096  0.011383        1    4.22270065E-07  1.36868026E-07  9.96774066E-07  1.09114775E-06
   8580 -0.039545  0.041096  0.011383        1    1.07820659E-06  2.42234659E-07  2.09796642E-08  1.10528151E-06
   8581 -0.031636  0.041096  0.011383        1    5.12862268E-07  7.20263243E-07  8.66114322E-08  8.88430293E-07
   8582 -0.023727  0.041096  0.011383        1    6.38435736E-07  1.02231408E-06  2.82994896E-08  1.20562313E-06
   8583 -0.015818  0.041096  0.011383        1    1.17333764E-08  5.98144534E-07  8.55426943E-07  1.04387251E-06
   8584 -0.007909  0.041096  0.011383        1    2.71176099E-07  2.60430318E-06  8.66067794E-07  2.75789865E-06
   8585 -0.000000  0.041096  0.011383        1    2.21731897E-07  4.95659642E-08  1.60473907E-07  2.78161274E-07
   8586  0.007909  0.041096  0.011383        1    1.21262686E-06  1.76847328E-06  5.45222680E-07  2.21251654E-06
   8587  0.015818  0.041096  0.011383        1    8.71072574E-07  2.84334584E-07  1.25770169E-07  9.24895518E-07
   8588  0.023727  0.041096  0.011383        1    3.03181755E-08  4.74767476E-09  1.19747459E-06  1.19786774E-06
   8589  0.031636  0.041096  0.011383        1    3.48920843E-07  4.48994870E-07  1.07156157E-06  1.21308959E-06
   8590  0.039545  0.041096  0.011383        1    1.25391105E-07  1.40407485E-07  5.37175235E-08  1.95762007E-07
   8591  0.047453  0.041096  0.011383        1    3.15196250E-07  2.02831793E-06  2.70627337E-07  2.07042543E-06
   8592  0.055362  0.041096  0.011383        1    1.21615953E-07  9.43500168E-07  4.41094709E-07  1.04859313E-06
   8593  0.063271  0.041096  0.011383        1    1.14489476E-06  8.53135589E-09  2.38157430E-07  1.16943394E-06
   8594  0.071180  0.041096  0.011383        1    2.44256613E-07  3.63763207E-07  3.78930249E-07  5.79286714E-07
   8595  0.079089  0.041096  0.011383        1    5.94285759E-07  5.10324938E-07  3.95803389E-07  8.77648807E-07
   8596  0.086998  0.041096  0.011383        1    1.18285830E-08  5.71414619E-07  1.23655477E-07  5.84760856E-07
   8597  0.094907  0.041096  0.011383        1    7.54579224E-07  9.87607380E-07  2.72442605E-07  1.27239267E-06
   8598  0.102816  0.041096  0.011383        1    6.69241872E-07  1.44688645E-07  4.16064899E-07  8.01205022E-07
   8599  0.110725  0.041096  0.011383        1    4.74852185E-07  8.90996073E-08  7.98269104E-07  9.33089974E-07
   8600  0.118634  0.041096  0.011383        1    3.80663349E-07  1.51198802E-07  4.44710620E-07  6.04593416E-07
   8601 -0.067226  0.047945  0.011383        1    2.49253165E-06  5.14514335E-08  1.54132740E-08  2.49311028E-06
   8602 -0.059317  0.047945  0.011383        1    5.06420628E-08  9.79715327E-07  3.25744027E-09  9.81028721E-07
   8603 -0.051408  0.047945  0.011383        1    5.33769484E-07  4.09919966E-07  1.80494863E-06  1.92633948E-06
   8604 -0.043499  0.047945  0.011383        1    1.29562544E-07  8.52047722E-07  9.47202240E-07  1.28061074E-06
   8605 -0.035590  0.047945  0.011383        1    2.30572257E-06  4.38969971E-07  2.24996508E-06  3.25136803E-06
   8606 -0.027681  0.047945  0.011383        1    1.05413214E-06  2.85236595E-06  3.09647129E-07  3.05664317E-06
   8607 -0.019772  0.047945  0.011383        1    3.34970323E-09  4.82975689E-07  1.01721807E-07  4.93582883E-07
   8608 -0.011863  0.047945  0.011383        1    1.56815506E-06  7.38065368E-08  5.79026120E-07  1.67326894E-06
   8609 -0.003954  0.047945  0.011383        1    1.06670570E-06  5.68524040E-08  4.44747010E-07  1.15710550E-06
   8610  0.003954  0.047945  0.011383        1    1.78969451E-07  2.06338719E-07  1.36771631E-06  1.39472350E-06
   8611  0.011863  0.047945  0.011383        1    1.08687843E-06  3.29549713E-07  1.34794620E-06  1.76263062E-06
   8612  0.019772  0.047945  0.011383        1    5.11555040E-07  2.73305116E-07  1.32291811E-07  5.94882651E-07
   8613  0.027681  0.047945  0.011383        1    9.08876324E-07  4.74589710E-07  4.09326180E-07  1.10401064E-06
   8614  0.035590  0.047945  0.011383        1    5.54033883E-08  1.15061297E-06  4.59483916E-07  1.24020370E-06
   8615  0.043499  0.047945  0.011383        1    4.43450610E-07  5.34357596E-08  3.52607460E-07  5.69065765E-07
   8616  0.051408  0.047945  0.011383        1    3.49226628E-07  3.15427950E-07  3.76769908E-07  6.02834631E-07
   8617  0.059317  0.047945  0.011383        1    2.45533496E-07  5.00911820E-07  2.89039825E-08  5.58600742E-07
   8618  0.067226  0.047945  0.011383        1    6.70563911E-08  2.94094403E-09  3.17135526E-07  3.24160686E-07
   8619  0.075135  0.047945  0.011383        1    8.73363075E-07  1.26399827E-06  2.46730646E-07  1.55606257E-06
   8620  0.083044  0.047945  0.011383        1    1.36939644E-07  4.12046444E-09  6.53715052E-09  1.37157496E-07
   8621  0.090952  0.047945  0.011383        1    2.40240327E-07  9.56559550E-07  6.22679057E-07  1.16638364E-06
   8622  0.098861  0.047945  0.011383        1    1.13846734E-07  3.11199929E-07  9.76109985E-07  1.03082354E-06
   8623  0.106770  0.047945  0.011383        1    5.18811369E-07  1.46596777E-06  7.19710723E-07  1.71353735E-06
   8624  0.114679  0.047945  0.011383        1    9.53288923E-07  1.53450581E-06  5.97069063E-07  1.90261907E-06
   8625  0.122588  0.047945  0.011383        1    3.76658212E-08  5.18052822E-07  1.34656122E-06  1.44326871E-06
   8626 -0.063271  0.054795  0.011383        1    8.10793622E-08  6.10774291E-07  5.72513688E-08  6.18786568E-07
   8627 -0.055362  0.054795  0.011383        1    6.31895627E-07  1.31517266E-06  2.10762390E-08  1.45925166E-06
   8628 -0.047453  0.054795  0.011383        1    3.18831321E-07  1.98031638E-06  9.25043078E-07  2.20884836E-06
   8629 -0.039545  0.054795  0.011383        1    7.57758015E-07  8.32370616E-07  4.99429110E-07  1.23144934E-06
   8630 -0.031636  0.054795  0.011383        1    6.04367476E-07  8.90302492E-07  8.47625347E-07  1.36980557E-06
   8631 -0.023727  0.054795  0.011383        1    1.04120500E-07  8.54766158E-07  2.07049980E-07  8.85627437E-07
   8632 -0.015818  0.054795  0.011383        1    3.71863741E-07  1.45435969E-07  3.11276189E-09  3.99304335E-07
   8633 -0.007909  0.054795  0.011383        1    1.35200124E-07  3.91467019E-07  1.67210082E-06  1.72262783E-06
   8634 -0.000000  0.054795  0.011383        1    4.52497784E-07  1.07490859E-06  1.96891645E-07  1.18277176E-06
   8635  0.007909  0.054795  0.011383        1    5.54049670E-07  1.37679016E-06  3.26892725E-08  1.48444966E-06
   8636  0.015818  0.054795  0.011383        1    1.71835293E-07  7.76217257E-08  2.08481085E-06  2.09332004E-06
   8637  0.023727  0.054795  0.011383        1    1.07607050E-07  8.06162220E-07  7.44394494E-08  8.16711721E-07
   8638  0.031636  0.054795  0.011383        1    4.59258580E-07  1.77458734E-09  7.04314798E-07  8.40821579E-07
   8639  0.039545  0.054795  0.011383        1    3.78586562E-07  1.46594227E-06  3.78413578E-07  1.56061249E-06
   8640  0.047453  0.054795  0.011383        1    6.14538101E-08  3.84217520E-08  1.52306032E-07  1.68671068E-07
   8641  0.055362  0.054795  0.011383        1    3.18911651E-08  6.22419413E-07  9.41282667E-07  1.12890922E-06
   8642  0.063271  0.054795  0.011383        1    2.14460795E-07  6.73447314E-07  5.65543574E-08  7.09029698E-07
   8643  0.071180  0.054795  0.011383        1    6.29848835E-07  1.30489570E-06  2.88266276E-07  1.47734890E-06
   8644  0.079089  0.054795  0.011383        1    1.15408199E-07  2.72403477E-06  7.32494605E-09  2.72648824E-06
   8645  0.086998  0.054795  0.011383        1    1.14664095E-06  7.75112183E-08  1.71005492E-06  2.06035950E-06
   8646  0.094907  0.054795  0.011383        1    6.39989061E-07  7.57466238E-07  2.47067088E-07  1.02195071E-06
   8647  0.102816  0.054795  0.011383        1    8.75869072E-08  5.58360349E-08  2.56912134E-07  2.77115452E-07
   8648  0.110725  0.054795  0.011383        1    8.16098653E-07  1.40228864E-07  5.59122004E-07  9.99148919E-07
   8649  0.118634  0.054795  0.011383        1    3.09904005E-07  1.26739325E-07  5.70915864E-07  6.61852153E-07
   8650  0.126543  0.054795  0.011383        1    3.83852190E-07  5.04458778E-07  1.66111235E-07  6.55296960E-07
   8651 -0.059317  0.061644  0.011383        1    6.01988075E-07  7.23406672E-08  9.56742326E-07  1.13268649E-06
   8652 -0.051408  0.061644  0.011383        1    2.03990100E-07  1.55156867E-07  3.58755565E-07  4.40898140E-07
   8653 -0.043499  0.061644  0.011383        1    4.46519873E-07  8.34492300E-08  1.19779787E-06  1.28104001E-06
   8654 -0.035590  0.061644  0.011383        1    1.50006671E-06  2.30554881E-08  8.28524922E-07  1.71382182E-06
   8655 -0.027681  0.061644  0.011383        1    1.89843870E-08  8.18939370E-07  1.22086958E-07  8.28207295E-07
   8656 -0.019772  0.061644  0.011383        1    3.19374814E-08  8.97833242E-07  1.59366091E-06  1.82944790E-06
   8657 -0.011863  0.061644  0.011383        1    7.26400241E-07  4.69188577E-07  9.59519952E-07  1.29169415E-06
   8658 -0.003954  0.061644  0.011383        1    5.22386034E-08  1.14274609E-06  7.72898210E-07  1.38056841E-06
   8659  0.003954  0.061644  0.011383        1    8.45923416E-07  1.10973875E-06  2.18878607E-07  1.41244978E-06
   8660  0.011863  0.061644  0.011383        1    8.29918208E-07  5.05353902E-07  1.96950348E-08  9.71871747E-07
   8661  0.019772  0.061644  0.011383        1    3.83401273E-07  8.60406021E-07  4.20138767E-07  1.03141245E-06
   8662  0.027681  0.061644  0.011383        1    7.35981847E-07  2.35926240E-08  3.29069314E-07  8.06543554E-07
   8663  0.035590  0.061644  0.011383        1    3.39164707E-08  3.46481211E-07  3.70681191E-07  5.08531319E-07
   8664  0.043499  0.061644  0.011383        1    7.77801343E-08  6.72359829E-07  2.99258527E-07  7.40049428E-07
   8665  0.051408  0.061644  0.011383        1    4.22835642E-07  8.69774457E-08  6.38475249E-07  7.70717653E-07
   8666  0.059317  0.061644  0.011383        1    4.08753191E-08  1.75772292E-06  3.73426615E-07  1.79741706E-06
   8667  0.067226  0.061644  0.011383        1    2.09229498E-07  3.44782225E-08  4.02340037E-06  4.02898452E-06
   8668  0.075135  0.061644  0.011383        1    1.44572778E-06  1.04301342E-07  1.18626794E-07  1.45433143E-06
   8669  0.083044  0.061644  0.011383        1    1.91640802E-07  7.24197783E-07  7.11118692E-08  7.52492873E-07
   8670  0.090952  0.061644  0.011383        1    6.40213100E-08  4.15866973E-08  3.27012739E-07  3.35805767E-07
   8671  0.098861  0.061644  0.011383        1    8.10635234E-07  6.73912650E-07  8.34202132E-07  1.34431430E-06
   8672  0.106770  0.061644  0.011383        1    6.01058619E-07  2.59306164E-09  1.17310071E-06  1.31812119E-06
   8673  0.114679  0.061644  0.011383        1    3.40640716E-07  2.42728642E-06  1.69151338E-07  2.45690204E-06
   8674  0.122588  0.061644  0.011383        1    2.87366435E-07  7.92186370E-07  3.84520325E-08  8.43574106E-07
   8675  0.130497  0.061644  0.011383        1    5.49886086E-07  2.48705310E-07  8.51383262E-07  1.04359115E-06
   8676 -0.055362  0.068493  0.011383        1    5.82388568E-07  1.33776538E-07  1.14469669E-07  6.08420834E-07
   8677 -0.047453  0.068493  0.011383        1    7.04264357E-07  7.49588746E-08  5.68899520E-07  9.08434797E-07
   8678 -0.039545  0.068493  0.011383        1    6.93964716E-08  1.88890135E-07  2.61850669E-07  3.30244041E-07
   8679 -0.031636  0.068493  0.011383        1    8.95449489E-07  1.54838336E-06  5.03652413E-09  1.78867163E-06
   8680 -0.023727  0.068493  0.011383        1    2.31154600E-06  7.01874987E-09  3.14114578E-07  2.33280135E-06
   8681 -0.015818  0.068493  0.011383        1    3.96849900E-07  1.50029664E-06  1.87050894E-07  1.56312760E-06
   8682 -0.007909  0.068493  0.011383        1    2.72219145E-07  4.01157387E-07  8.90639518E-07  1.01403613E-06
   8683 -0.000000  0.068493  0.011383        1    6.85028244E-07  3.86746330E-07  9.26672152E-07  1.21554831E-06
   8684  0.007909  0.068493  0.011383        1    1.27822476E-07  6.82792180E-07  2.65932070E-07  7.43816921E-07
   8685  0.015818  0.068493  0.011383        1    1.47483793E-07  3.26674904E-08  1.23888455E-06  1.24805992E-06
   8686  0.023727  0.068493  0.011383        1    2.54440363E-07  8.65891610E-08  4.78795971E-07  5.49074825E-07
   8687  0.031636  0.068493  0.011383        1    1.55912879E-07  3.42051366E-07  2.15945624E-07  4.33521020E-07
   8688  0.039545  0.068493  0.011383        1    1.32898355E-07  5.35216338E-07  4.99717499E-07  7.44201639E-07
   8689  0.047453  0.068493  0.011383        1    3.72336408E-09  5.71170750E-07  2.01369367E-07  6.05639753E-07
   8690  0.055362  0.068493  0.011383        1    8.36677454E-07  9.34436227E-07  6.72108061E-07  1.42300016E-06
   8691  0.063271  0.068493  0.011383        1    2.15450689E-07  1.09496713E-07  5.92820380E-07  6.40191012E-07
   8692  0.071180  0.068493  0.011383        1    3.79640099E-07  2.40788610E-08  1.03722336E-06  1.10477993E-06
   8693  0.079089  0.068493  0.011383        1    1.85806110E-07  1.17888496E-07  5.98456822E-08  2.28041913E-07
   8694  0.086998  0.068493  0.011383        1    6.44730200E-07  9.19462101E-07  5.20504266E-07  1.23774483E-06
   8695  0.094907  0.068493  0.011383        1    6.63839140E-08  9.92487256E-07  1.92772553E-07  1.01321224E-06
   8696  0.102816  0.068493  0.011383        1    1.91757934E-07  2.71999120E-07  1.08873627E-06  1.13846444E-06
   8697  0.110725  0.068493  0.011383        1    1.62793591E-07  4.69281888E-08  1.78988670E-07  2.46456796E-07
   8698  0.118634  0.068493  0.011383        1    3.51818815E-07  1.76603392E-06  1.88849295E-07  1.81061215E-06
   8699  0.126543  0.068493  0.011383        1    7.37095835E-07  4.71024659E-07  2.49109160E-07  9.09521783E-07
   8700  0.134451  0.068493  0.011383        1    5.80509904E-07  6.74421275E-08  4.84302065E-07  7.59005059E-07
   8701 -0.051408  0.075342  0.011383        1    4.19453902E-07  1.53308723E-06  6.00463114E-07  1.69907445E-06
   8702 -0.043499  0.075342  0.011383        1    7.76652270E-08  1.53003460E-07  8.44770179E-07  8.62020070E-07
   8703 -0.035590  0.075342  0.011383        1    2.13951888E-06  4.69657900E-07  3.65688359E-07  2.22077634E-06
   8704 -0.027681  0.075342  0.011383        1    8.86596450E-07  4.09551293E-07  5.46889262E-07  1.11931827E-06
   8705 -0.019772  0.075342  0.011383        1    2.22150637E-07  2.64334133E-07  4.31614761E-07  5.52733880E-07
   8706 -0.011863  0.075342  0.011383        1    1.00786478E-06  3.10020247E-07  2.81096967E-07  1.09129257E-06
   8707 -0.003954  0.075342  0.011383        1    6.96816887E-07  1.16355228E-06  5.71955555E-07  1.47191740E-06
   8708  0.003954  0.075342  0.011383        1    6.60247128E-07  1.24842063E-08  4.79208110E-07  8.15918218E-07
   8709  0.011863  0.075342  0.011383        1    1.36169223E-06  8.38763177E-07  2.16839033E-07  1.61392334E-06
   8710  0.019772  0.075342  0.011383        1    6.57938945E-07  4.01713007E-07  7.61980513E-08  7.74637423E-07
   8711  0.027681  0.075342  0.011383        1    3.49498755E-08  4.56375371E-07  1.50943691E-06  1.57730776E-06
   8712  0.035590  0.075342  0.011383        1    2.57007636E-09  8.36495767E-07  6.20211430E-08  8.38795801E-07
   8713  0.043499  0.075342  0.011383        1    5.60726567E-07  7.57607453E-07  6.94871350E-07  1.17099510E-06
   8714  0.051408  0.075342  0.011383        1    1.09055434E-06  4.85635360E-07  9.52155151E-07  1.52700684E-06
   8715  0.059317  0.075342  0.011383        1    7.32168164E-07  2.93853506E-07  9.17862446E-07  1.21032705E-06
   8716  0.067226  0.075342  0.011383        1    2.68637671E-07  8.38957499E-07  2.65974428E-06  2.80183075E-06
   8717  0.075135  0.075342  0.011383        1    5.49345487E-08  1.02095263E-06  2.04438471E-07  1.04266829E-06
   8718  0.083044  0.075342  0.011383        1    1.44907444E-07  1.05877195E-08  4.62146490E-07  4.84447774E-07
   8719  0.090952  0.075342  0.011383        1    7.73011342E-08  7.67937007E-07  2.07643665E-08  7.72097061E-07
   8720  0.098861  0.075342  0.011383        1    1.26120139E-06  3.98845348E-07  6.94911565E-08  1.32458883E-06
   8721  0.106770  0.075342  0.011383        1    1.71623113E-08  1.11255195E-07  4.03852442E-07  4.19248206E-07
   8722  0.114679  0.075342  0.011383        1    4.99894229E-07  4.05184847E-07  8.38043896E-07  1.05659196E-06
   8723  0.122588  0.075342  0.011383        1    6.23354435E-07  3.29385395E-08  1.36330673E-08  6.24372933E-07
   8724  0.130497  0.075342  0.011383        1    8.29199031E-08  1.37405766E-07  2.96912308E-07  3.37509961E-07
   8725  0.138406  0.075342  0.011383        1    4.82232862E-07  3.96987299E-07  3.48240043E-07  7.15135355E-07
   8726 -0.047453  0.082192  0.011383        1    2.56048280E-08  8.59143021E-07  3.20059908E-07  9.17180834E-07
   8727 -0.039545  0.082192  0.011383        1    5.47533119E-07  8.47551822E-07  1.31348777E-07  1.01754072E-06
   8728 -0.031636  0.082192  0.011383        1    9.04317027E-08  2.46709317E-07  3.32690064E-07  4.23941102E-07
   8729 -0.023727  0.082192  0.011383        1    2.06799949E-07  2.99583360E-07  1.56968859E-06  1.61134686E-06
   8730 -0.015818  0.082192  0.011383        1    8.17071678E-07  3.40722554E-08  1.05656254E-07  8.24578856E-07
   8731 -0.007909  0.082192  0.011383        1    2.79758525E-07  1.48613387E-07  1.04051507E-06  1.08766833E-06
   8732 -0.000000  0.082192  0.011383        1    2.20173494E-08  1.25687845E-08  4.68004411E-07  4.68690587E-07
   8733  0.007909  0.082192  0.011383        1    4.28099785E-07  6.76225048E-07  1.20106931E-06  1.44330081E-06
   8734  0.015818  0.082192  0.011383        1    3.91348645E-10  3.91977340E-07  1.68866854E-07  4.26804877E-07
   8735  0.023727  0.082192  0.011383        1    4.48796669E-08  1.57417255E-07  5.36671273E-08  1.72262989E-07
   8736  0.031636  0.082192  0.011383        1    1.82620145E-07  1.53534738E-06  1.44966221E-08  1.54623797E-06
   8737  0.039545  0.082192  0.011383        1    1.12644201E-07  7.49784624E-07  1.80364159E-08  7.58413483E-07
   8738  0.047453  0.082192  0.011383        1    1.05627518E-08  1.62495697E-07  1.08110440E-08  1.63197126E-07
   8739  0.055362  0.082192  0.011383        1    5.54324221E-07  1.42008635E-06  1.26402455E-07  1.52967256E-06
   8740  0.063271  0.082192  0.011383        1    2.47436470E-07  1.00110031E-06  6.90056508E-07  1.24080806E-06
   8741  0.071180  0.082192  0.011383        1    5.65847299E-07  4.63535110E-07  1.60629359E-07  7.48899029E-07
   8742  0.079089  0.082192  0.011383        1    1.98962706E-07  3.91856047E-08  3.53164565E-07  4.07243023E-07
   8743  0.086998  0.082192  0.011383        1    5.87737815E-08  1.29498698E-06  5.17059852E-07  1.39563481E-06
   8744  0.094907  0.082192  0.011383        1    2.37761012E-07  3.33230471E-07  4.81663729E-07  6.32117705E-07
   8745  0.102816  0.082192  0.011383        1    8.96807391E-07  5.62081575E-08  3.79104536E-07  9.75265658E-07
   8746  0.110725  0.082192  0.011383        1    5.35729600E-07  4.65490351E-07  2.31938636E-06  2.42553923E-06
   8747  0.118634  0.082192  0.011383        1    1.61708461E-08  6.37606697E-09  4.64524535E-07  4.64849647E-07
   8748  0.126543  0.082192  0.011383        1    1.11418021E-07  3.38854661E-07  9.66612614E-07  1.03032830E-06
   8749  0.134451  0.082192  0.011383        1    5.60827512E-07  2.76083281E-07  1.19965229E-06  1.35274355E-06
   8750  0.142360  0.082192  0.011383        1    6.30505672E-07  1.40435999E-07  1.34914508E-07  6.59895141E-07
   8751 -0.142360 -0.082192  0.022766        1    2.93508300E-07  2.18071758E-07  8.52938109E-08  3.75469637E-07
   8752 -0.134451 -0.082192  0.022766        1    2.80091120E-07  2.28317081E-07  1.28105807E-07  3.83393822E-07
   8753 -0.126543 -0.082192  0.022766        1    3.89314326E-07  5.85657464E-08  5.66273981E-07  6.89682400E-07
   8754 -0.118634 -0.082192  0.022766        1    1.72170271E-07  4.23592348E-07  3.00753348E-07  5.47289371E-07
   8755 -0.110725 -0.082192  0.022766        1    4.99841751E-07  2.93777940E-06  1.96154732E-07  2.98644710E-06
   8756 -0.102816 -0.082192  0.022766        1    2.27548543E-07  8.04303673E-07  1.55061608E-07  8.50133425E-07
   8757 -0.094907 -0.082192  0.022766        1    5.14895168E-07  2.94798974E-07  3.65895946E-07  6.97067652E-07
   8758 -0.086998 -0.082192  0.022766        1    2.00043965E-07  1.27623339E-07  9.53129916E-07  9.82222959E-07
   8759 -0.079089 -0.082192  0.022766        1    5.50608848E-07  1.88953480E-07  1.47454119E-06  1.58529027E-06
   8760 -0.071180 -0.082192  0.022766        1    2.78514117E-07  7.68665782E-07  1.18168496E-06  1.43694000E-06
   8761 -0.063271 -0.082192  0.022766        1    7.60339865E-07  3.57021544E-06  3.01371030E-06  4.73360378E-06
   8762 -0.055362 -0.082192  0.022766        1    2.97581988E-07  1.29925324E-07  4.65682740E-07  5.67711233E-07
   8763 -0.047453 -0.082192  0.022766        1    1.43003490E-06  6.97217792E-07  6.61669327E-07  1.72305507E-06
   8764 -0.039545 -0.082192  0.022766        1    1.70869147E-06  7.48365959E-07  1.07489872E-07  1.86848394E-06
   8765 -0.031636 -0.082192  0.022766        1    1.03981997E-06  6.92724773E-08  4.76462422E-07  1.14587987E-06
   8766 -0.023727 -0.082192  0.022766        1    1.57185167E-06  1.05131279E-06  1.02925935E-06  2.15298655E-06
   8767 -0.015818 -0.082192  0.022766        1    2.71047509E-07  2.89298879E-07  1.12037304E-07  4.11962317E-07
   8768 -0.007909 -0.082192  0.022766        1    3.66881139E-07  5.38164813E-07  2.15814833E-07  6.86148073E-07
   8769  0.000000 -0.082192  0.022766        1    1.43834275E-06  7.66626634E-07  1.18983060E-07  1.63422863E-06
   8770  0.007909 -0.082192  0.022766        1    2.51413802E-08  6.79868447E-07  9.39993410E-07  1.16036236E-06
   8771  0.015818 -0.082192  0.022766        1    2.04776747E-06  1.26164739E-07  4.98321104E-07  2.11130128E-06
   8772  0.023727 -0.082192  0.022766        1    7.12790782E-07  1.79721689E-07  3.79051508E-07  8.27073534E-07
   8773  0.031636 -0.082192  0.022766        1    4.35519607E-07  7.31120587E-07  4.46171514E-07  9.60876506E-07
   8774  0.039545 -0.082192  0.022766        1    1.86865325E-06  2.23314621E-06  2.85147624E-07  2.92576762E-06
   8775  0.047453 -0.082192  0.022766        1    7.02385408E-07  3.60547646E-07  8.74660921E-10  7.89519241E-07
   8776 -0.138406 -0.075342  0.022766        1    5.77438193E-07  5.71304765E-07  1.64243584E-07  8.28733947E-07
   8777 -0.130497 -0.075342  0.022766        1    4.13127996E-07  1.00035563E-06  5.34828393E-09  1.08231915E-06
   8778 -0.122588 -0.075342  0.022766        1    9.04753413E-09  3.46841259E-07  8.71209695E-07  9.37756391E-07
   8779 -0.114679 -0.075342  0.022766        1    2.05793697E-07  1.90136588E-06  2.66995841E-07  1.93101787E-06
   8780 -0.106770 -0.075342  0.022766        1    6.82129925E-07  2.94984480E-07  2.49687726E-07  7.84003213E-07
   8781 -0.098861 -0.075342  0.022766        1    5.37340759E-07  8.93571809E-09  6.67536793E-08  5.41545005E-07
   8782 -0.090952 -0.075342  0.022766        1    2.25056888E-07  4.09416900E-07  3.98958834E-07  6.14362232E-07
   8783 -0.083044 -0.075342  0.022766        1    3.00727864E-07  2.52747415E-07  6.68370026E-07  7.75265758E-07
   8784 -0.075135 -0.075342  0.022766        1    1.79547918E-07  4.44438724E-07  2.44015786E-07  5.37872604E-07
   8785 -0.067226 -0.075342  0.022766        1    2.74979148E-07  1.79894980E-07  6.92022804E-07  7.66075255E-07
   8786 -0.059317 -0.075342  0.022766        1    8.11157791E-08  1.05864720E-07  8.26712788E-08  1.56912871E-07
   8787 -0.051408 -0.075342  0.022766        1    3.23003488E-07  6.15390107E-07  4.12511005E-07  8.08208863E-07
   8788 -0.043499 -0.075342  0.022766        1    2.72989138E-07  9.99543722E-08  3.80429823E-07  4.78790973E-07
   8789 -0.035590 -0.075342  0.022766        1    6.20500553E-07  4.31042639E-07  6.25625302E-07  9.80931043E-07
   8790 -0.027681 -0.075342  0.022766        1    3.47734371E-07  8.46110650E-07  5.92252309E-07  1.08976384E-06
   8791 -0.019772 -0.075342  0.022766        1    1.24139813E-06  4.30924281E-07  2.21102907E-07  1.33253576E-06
   8792 -0.011863 -0.075342  0.022766        1    1.47959970E-06  4.60034355E-07  2.13931358E-07  1.56416544E-06
   8793 -0.003954 -0.075342  0.022766        1    3.12486392E-08  7.14527814E-07  8.48950656E-07  1.11006472E-06
   8794  0.003954 -0.075342  0.022766        1    3.64592046E-07  5.04234564E-07  2.85385018E-07  6.84561512E-07
   8795  0.011863 -0.075342  0.022766        1    7.10716900E-08  9.18602484E-07  4.44858160E-07  1.02312291E-06
   8796  0.019772 -0.075342  0.022766        1    4.17596608E-07  5.29748145E-07  9.94052782E-08  6.81836809E-07
   8797  0.027681 -0.075342  0.022766        1    4.15985306E-07  1.09965808E-06  1.77363201E-07  1.18901193E-06
   8798  0.035590 -0.075342  0.022766        1    8.95975691E-07  2.75555302E-07  4.34490545E-08  9.38398094E-07
   8799  0.043499 -0.075342  0.022766        1    3.53932137E-07  1.48937273E-07  2.64053757E-07  4.66020016E-07
   8800  0.051408 -0.075342  0.022766        1    2.90725487E-07  4.06092637E-07  5.85859472E-07  7.69846647E-07
   8801 -0.134451 -0.068493  0.022766        1    4.54423390E-07  3.10104491E-07  4.90658689E-07  7.37164407E-07
   8802 -0.126543 -0.068493  0.022766        1    5.19492310E-07  2.09221151E-07  1.87913695E-06  1.96081652E-06
   8803 -0.118634 -0.068493  0.022766        1    4.91018636E-07  2.35685649E-06  1.24403192E-06  2.70988695E-06
   8804 -0.110725 -0.068493  0.022766        1    2.56684233E-07  2.00564277E-07  1.42080430E-07  3.55386654E-07
   8805 -0.102816 -0.068493  0.022766        1    1.46582271E-06  1.98504248E-07  2.08796010E-07  1.49386610E-06
   8806 -0.094907 -0.068493  0.022766        1    2.42403555E-08  1.11977072E-07  7.29634670E-07  7.38575122E-07
   8807 -0.086998 -0.068493  0.022766        1    1.46274173E-07  3.23771637E-07  1.40458978E-06  1.44882596E-06
   8808 -0.079089 -0.068493  0.022766        1    8.59219831E-08  1.14734665E-07  2.28605430E-06  2.29054379E-06
   8809 -0.071180 -0.068493  0.022766        1    1.43599691E-06  1.28532821E-06  3.17041856E-07  1.95311835E-06
   8810 -0.063271 -0.068493  0.022766        1    4.31826542E-07  1.68861187E-07  3.82044836E-07  6.00788248E-07
   8811 -0.055362 -0.068493  0.022766        1    6.96337724E-07  1.14356145E-06  1.55667594E-06  2.05325571E-06
   8812 -0.047453 -0.068493  0.022766        1    2.46930845E-07  1.03205606E-07  5.82341991E-07  6.40896586E-07
   8813 -0.039545 -0.068493  0.022766        1    6.29152435E-08  4.70420706E-07  1.89467252E-07  5.11030144E-07
